Order;MS Zoning;Lot Frontage;Lot Area;Land Contour;Land Slope;Overall Qual;Year Built;Year Remod/Add;Mas Vnr Type;Exter Qual;Bsmt Cond;Total Bsmt SF;Heating QC;Central Air;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;Kitchen Qual;TotRms AbvGrd;Garage Cars;Garage Area;Garage Cond;Pool Area;Pool QC;Mo Sold;Yr Sold;SalePrice
167;RL;81;7635;Lvl;Gtl;5;1960;1960;None;TA;TA;1175;Ex;Y;1;1;3;1;TA;6;2;484;TA;0;Sp;6;2010;148000
168;RL;80;9760;Lvl;Mod;6;1963;1984;BrkFace;TA;TA;1395;TA;Y;1;0;2;1;TA;7;2;440;TA;0;Sp;5;2010;192000
169;RL;70;7700;Lvl;Gtl;6;1966;1966;BrkFace;TA;TA;756;TA;Y;1;1;4;1;TA;7;2;442;TA;0;Sp;6;2010;155000
170;RM;60;4800;Lvl;Gtl;4;1900;1954;BrkFace;TA;TA;709;TA;Y;1;0;3;1;TA;9;1;240;TA;0;Sp;1;2010;80400
171;RM;55;8800;Lvl;Gtl;4;1910;2004;None;TA;Fa;576;Gd;Y;1;0;3;1;TA;7;0;0;Sg;0;Sp;6;2010;96500
172;RM;56;4485;Lvl;Gtl;5;1920;1950;None;TA;TA;936;TA;Y;1;0;2;1;TA;5;0;0;Sg;0;Sp;5;2010;109500
173;RM;56;8960;Lvl;Gtl;5;1927;1950;None;TA;TA;1008;Gd;Y;1;0;2;1;TA;5;2;360;TA;0;Sp;3;2010;115000
174;RM;69;5805;Bnk;Mod;5;1957;1957;None;TA;TA;1347;Gd;Y;1;0;3;1;Gd;6;2;551;TA;0;Sp;6;2010;143000
175;RM;60;5790;Lvl;Gtl;3;1915;1950;None;Gd;TA;840;Gd;N;2;0;3;2;TA;8;1;379;TA;0;Sp;5;2010;107400
176;RM;47;4608;Lvl;Gtl;4;1945;1950;None;TA;TA;747;TA;Y;1;0;2;1;TA;4;1;220;TA;0;Sp;6;2010;80000
177;RM;60;7200;Lvl;Gtl;5;1940;1992;Stone;TA;TA;788;TA;Y;1;0;2;1;Gd;4;1;240;TA;0;Sp;2;2010;119000
178;RM;50;5500;Lvl;Gtl;5;1929;2001;None;TA;TA;926;TA;Y;1;0;3;1;TA;6;2;484;TA;0;Sp;4;2010;130000
179;RM;50;6900;Lvl;Gtl;6;1938;2000;None;TA;TA;827;Gd;Y;1;0;3;1;Fa;6;1;240;TA;0;Sp;1;2010;119000
180;RM;69;11851;Lvl;Gtl;5;1948;2009;None;TA;TA;1027;Ex;Y;1;0;3;1;Gd;7;1;240;TA;0;Sp;6;2010;129000
181;RM;;8239;Lvl;Gtl;5;1920;1962;None;TA;TA;1008;TA;Y;1;0;3;1;TA;6;1;315;TA;0;Sp;3;2010;100000
182;RM;68;9656;Lvl;Gtl;2;1923;1970;None;TA;Fa;678;TA;N;1;0;2;1;TA;5;2;780;Fa;0;Sp;6;2010;12789
183;RM;60;8520;Lvl;Gtl;6;1928;2003;None;TA;TA;624;Gd;Y;1;0;2;1;TA;5;2;484;TA;0;Sp;5;2010;105900
184;RM;60;9600;Lvl;Gtl;8;1900;2003;None;Gd;TA;930;TA;N;2;0;3;1;Gd;7;1;288;TA;0;Sp;4;2010;150000
185;RM;60;10800;Lvl;Gtl;5;1915;1950;None;TA;TA;686;TA;Y;2;0;4;1;TA;7;1;416;TA;0;Sp;6;2010;139000
186;RM;50;9000;Lvl;Gtl;8;1890;2002;None;Gd;Fa;346;Ex;Y;3;0;3;1;Gd;7;2;624;TA;0;Sp;4;2010;240000
187;RM;100;9045;Lvl;Gtl;5;1910;1950;None;TA;TA;840;Fa;N;2;0;4;2;Fa;12;0;0;Sg;0;Sp;6;2010;76500
188;RM;90;7407;Lvl;Gtl;6;1957;1996;None;TA;TA;912;TA;Y;1;0;2;1;TA;6;2;923;TA;0;Sp;4;2010;149700
189;RM;60;7740;Lvl;Gtl;4;1910;1950;None;TA;TA;622;Gd;Y;1;0;3;1;TA;6;2;528;TA;0;Sp;6;2010;125500
190;RM;60;11340;Lvl;Gtl;4;1885;1950;None;TA;TA;777;Gd;Y;2;0;4;2;TA;11;2;560;TA;0;Sp;4;2010;122500
191;RM;60;10560;Lvl;Gtl;6;1922;1994;None;TA;TA;738;Ex;Y;1;1;2;1;TA;6;2;624;TA;0;Sp;6;2010;140750
192;RM;53;5830;Lvl;Gtl;5;1950;1997;None;TA;TA;988;Ex;Y;1;1;3;1;TA;7;1;363;TA;0;Sp;3;2010;128500
193;RL;;7793;Bnk;Gtl;7;1922;2005;None;TA;TA;1108;TA;N;1;1;3;1;Gd;8;1;315;TA;0;Sp;5;2010;209500
194;RM;50;5000;Lvl;Gtl;4;1925;1950;None;TA;TA;765;TA;N;1;0;2;1;Gd;4;1;200;TA;0;Sp;4;2010;87000
195;RM;50;6000;Lvl;Gtl;6;1939;1950;None;TA;Gd;608;TA;Y;1;0;2;1;TA;5;1;240;TA;0;Sp;4;2010;134000
196;RM;50;6000;Lvl;Gtl;6;1940;1950;None;TA;TA;572;Ex;Y;1;1;3;1;TA;6;2;576;TA;0;Sp;3;2010;128000
197;RM;53;6360;Lvl;Gtl;5;1942;1950;Stone;TA;TA;835;TA;Y;1;1;3;1;Gd;7;1;240;TA;0;Sp;3;2010;132000
198;RM;50;6000;Lvl;Gtl;6;1948;1950;None;TA;TA;780;TA;Y;1;1;3;1;TA;6;1;312;TA;0;Sp;3;2010;139900
199;RM;52;6240;Lvl;Gtl;5;1936;1980;None;TA;Fa;528;Gd;Y;1;0;2;1;TA;5;2;624;TA;0;Sp;5;2010;123900
200;RM;52;6240;Lvl;Gtl;5;1930;1950;None;TA;TA;928;TA;Y;2;0;4;1;TA;7;2;480;TA;0;Sp;3;2010;138400
201;RM;51;6120;Lvl;Gtl;6;1923;1950;None;TA;Fa;1124;TA;Y;1;0;2;1;TA;5;1;288;TA;0;Sp;3;2010;109500
202;RM;50;10300;Bnk;Gtl;7;1921;1950;None;TA;TA;576;Gd;Y;2;0;3;1;TA;9;2;480;TA;0;Sp;4;2010;140000
203;RM;57;8094;Lvl;Gtl;4;1915;1950;None;TA;TA;888;Ex;Y;1;1;4;1;TA;9;2;572;TA;0;Sp;6;2010;149500
204;RM;60;12900;Lvl;Gtl;6;1912;2009;None;Gd;TA;780;Ex;Y;1;1;3;1;Gd;7;0;0;Sg;0;Sp;5;2010;159900
205;RM;52;3068;Lvl;Gtl;6;1920;1993;None;TA;TA;662;Ex;Y;1;0;3;1;TA;6;1;180;TA;0;Sp;2;2010;122000
206;RM;110;8472;Bnk;Mod;5;1963;1963;None;Fa;TA;816;TA;N;1;0;2;1;TA;5;2;516;TA;0;Sp;5;2010;110000
207;RM;70;5600;Lvl;Gtl;4;1930;1950;None;Fa;Ss;0;Fa;N;2;0;3;2;Fa;7;0;0;Sg;0;Sp;7;2010;55000
208;RM;76;7630;Lvl;Gtl;5;1900;1996;None;TA;TA;360;Gd;Y;2;0;4;2;Gd;8;2;672;TA;0;Sp;5;2010;140000
209;RL;;24090;Lvl;Gtl;7;1940;1950;None;TA;TA;1032;Ex;Y;2;0;4;1;TA;10;1;349;TA;0;Sp;6;2010;244400
210;RL;100;15263;Lvl;Gtl;5;1959;1959;BrkFace;TA;TA;1422;Gd;Y;2;0;3;1;TA;8;1;365;TA;0;Sp;5;2010;173000
211;RL;72;10632;Lvl;Gtl;5;1917;1950;None;TA;Fa;689;Gd;N;1;1;3;1;Po;6;1;180;Fa;0;Sp;1;2010;107500
212;RL;60;9900;Lvl;Gtl;5;1915;1950;None;Fa;TA;1212;TA;N;1;0;3;1;TA;6;0;0;Sg;0;Sp;2;2010;100000
213;RL;65;6001;Bnk;Mod;6;1940;1950;None;TA;TA;600;Ex;N;1;0;3;1;TA;5;1;231;TA;0;Sp;3;2010;95000
214;C;;6449;Lvl;Gtl;4;1907;1950;None;TA;TA;707;TA;N;1;1;4;1;TA;7;0;0;Sg;0;Sp;3;2010;93369
215;RH;60;6048;Lvl;Gtl;5;1910;1950;None;TA;TA;856;Gd;Y;2;0;2;2;TA;7;2;450;Fa;0;Sp;6;2010;114900
216;RL;54;6342;Lvl;Gtl;5;1875;1996;None;TA;TA;780;Gd;N;1;0;2;1;TA;6;0;0;Sg;0;Sp;5;2010;94000
217;RL;72;10773;Lvl;Gtl;4;1967;1967;BrkFace;Fa;TA;1832;TA;N;2;0;4;2;TA;8;0;0;Sg;0;Sp;5;2010;136000
218;RL;72;10778;Lvl;Gtl;4;1968;1968;None;TA;TA;1768;TA;N;2;0;4;2;TA;8;0;0;Sg;0;Sp;4;2010;136500
219;RL;75;11625;Lvl;Gtl;5;1965;1965;None;TA;TA;1039;Ex;Y;1;1;3;1;TA;6;2;504;TA;0;Sp;4;2010;131500
220;RL;;11341;Lvl;Gtl;5;1957;1996;BrkFace;TA;TA;1392;TA;Y;1;1;3;1;TA;5;2;528;TA;0;Sp;5;2010;121500
221;RL;70;8521;Lvl;Gtl;5;1967;1967;None;TA;TA;912;TA;Y;1;0;3;1;TA;5;1;336;TA;0;Sp;5;2010;125000
222;RL;;8246;Lvl;Gtl;5;1968;2001;None;TA;TA;1060;Ex;Y;1;0;3;1;Gd;6;1;270;TA;0;Sp;5;2010;154000
223;RL;65;7800;Lvl;Gtl;5;1966;2008;BrkFace;TA;TA;864;Ex;Y;1;0;3;1;Gd;5;1;416;TA;0;Sp;6;2010;137900
224;RL;80;9364;Lvl;Gtl;6;1969;1969;Stone;TA;TA;663;TA;Y;1;1;4;1;TA;7;1;299;TA;0;Sp;3;2010;158000
225;RL;65;7832;Lvl;Gtl;5;1968;1968;None;TA;TA;864;Ex;Y;1;0;2;1;TA;4;1;280;TA;0;Sp;5;2010;137250
226;RL;;7424;Lvl;Gtl;5;1978;1978;None;TA;TA;1319;TA;Y;1;0;3;1;TA;5;2;591;TA;0;Sp;5;2010;160250
227;RL;86;11227;Lvl;Gtl;5;1968;1968;None;TA;Gd;720;Ex;Y;1;1;4;1;TA;7;2;480;TA;0;Sp;3;2010;163000
228;RL;;11616;Lvl;Gtl;6;1978;1978;BrkCmn;TA;TA;672;TA;Y;2;1;3;1;TA;6;2;440;TA;0;Sp;4;2010;158900
229;RL;80;14000;Lvl;Mod;7;1996;1997;None;Gd;TA;1306;Ex;Y;2;1;3;1;Gd;7;2;533;TA;0;Sp;4;2010;328000
230;RL;;20062;Low;Mod;7;1977;2001;None;Gd;TA;1420;Gd;Y;1;1;1;1;TA;4;2;690;TA;0;Sp;4;2010;270000
231;RL;94;9259;Lvl;Gtl;4;1927;1950;None;TA;TA;660;TA;N;1;0;2;1;TA;4;2;440;TA;0;Sp;6;2010;85000
232;RL;60;9600;Lvl;Gtl;4;1950;1995;None;TA;TA;1067;TA;Y;2;0;2;1;Gd;4;2;436;TA;0;Sp;2;2010;128000
233;RL;;23595;Low;Sev;7;1979;1979;None;Gd;TA;1332;TA;Y;0;1;0;1;Gd;4;2;586;TA;0;Sp;4;2010;260000
234;RL;;17082;Low;Mod;6;1978;1992;BrkFace;TA;TA;1117;Ex;Y;2;1;4;1;Gd;8;2;522;TA;0;Sp;5;2010;230000
235;RL;124;18600;Lvl;Gtl;3;1938;1990;None;TA;TA;972;TA;Y;2;0;4;1;Fa;8;1;480;TA;0;Sp;6;2010;124000
236;RL;85;10625;Lvl;Gtl;5;1920;1950;None;TA;TA;458;Fa;N;1;0;2;1;TA;5;1;366;TA;0;Sp;5;2010;83000
237;RL;65;11479;Lvl;Gtl;6;1950;1987;None;TA;TA;663;Ex;Y;1;0;3;1;Gd;6;1;467;TA;0;Sp;6;2010;144500
238;RL;68;9571;Lvl;Gtl;5;1956;1956;None;TA;TA;1144;TA;Y;1;0;3;1;TA;6;1;596;TA;0;Sp;6;2010;129000
239;RL;50;9350;Bnk;Gtl;4;1947;1979;None;TA;Fa;756;Ex;Y;1;0;3;1;TA;8;1;209;TA;0;Sp;6;2010;127000
240;RL;75;9525;Lvl;Gtl;5;1954;1998;None;TA;TA;1172;TA;Y;1;0;3;1;TA;5;1;366;TA;0;Sp;6;2010;128000
241;RL;83;10420;Lvl;Gtl;6;2009;2009;None;TA;TA;1212;Ex;Y;2;0;3;1;Gd;6;2;460;TA;0;Sp;3;2010;186000
242;RL;44;17485;Lvl;Gtl;7;2009;2010;Stone;Gd;TA;1508;Ex;Y;1;0;1;1;Gd;5;2;572;TA;0;Sp;1;2010;308030
243;RL;;11200;Lvl;Gtl;5;1964;1964;None;TA;TA;1250;Ex;Y;2;0;3;1;TA;5;2;504;Fa;0;Sp;6;2010;114000
244;RL;60;11100;Low;Gtl;4;1946;2006;None;TA;Ss;0;Ex;Y;1;0;2;1;Gd;6;1;308;TA;0;Sp;4;2010;84900
245;RL;77;9206;Lvl;Gtl;6;1985;1985;BrkFace;Gd;TA;741;TA;Y;2;1;3;1;Gd;7;2;476;TA;0;Sp;6;2010;178000
246;RL;83;11980;Low;Mod;7;1987;1987;BrkFace;Gd;TA;1433;Ex;Y;1;1;1;1;Gd;4;2;528;Gd;0;Sp;6;2010;270000
247;RL;87;12361;Lvl;Gtl;6;1993;1993;BrkFace;Gd;TA;946;Ex;Y;2;1;3;1;Gd;8;4;1017;TA;0;Sp;5;2010;218000
248;RL;80;9938;Lvl;Gtl;7;1993;1994;BrkFace;Gd;TA;1050;Ex;Y;2;1;3;1;Gd;8;2;574;TA;0;Sp;6;2010;236000
249;RL;73;9069;Lvl;Gtl;6;1992;1992;None;TA;TA;936;Ex;Y;1;0;2;1;Gd;5;2;564;TA;0;Sp;4;2010;147000
250;RL;64;10475;Lvl;Gtl;8;2008;2008;Stone;Gd;TA;1694;Ex;Y;2;0;3;1;Gd;7;3;776;TA;0;Sp;2;2010;245350
251;RL;64;6762;Lvl;Gtl;7;2006;2006;Stone;Gd;TA;1187;Ex;Y;2;0;2;1;Gd;6;2;632;TA;0;Sp;2;2010;206000
252;RL;94;10402;Lvl;Gtl;7;2009;2009;None;TA;TA;1226;Ex;Y;2;0;3;1;Gd;6;3;740;TA;0;Sp;5;2010;198900
253;RL;64;7360;Lvl;Gtl;7;2010;2010;Stone;Gd;TA;1222;Ex;Y;2;0;2;1;Gd;6;2;615;TA;0;Sp;3;2010;187000
254;RL;90;12376;Lvl;Gtl;7;1990;1990;None;TA;TA;1673;Gd;Y;3;0;5;1;Gd;11;3;594;TA;0;Sp;5;2010;320000
255;RL;82;14235;Lvl;Gtl;6;1900;1993;None;TA;Gd;676;TA;Y;2;0;3;1;TA;6;2;484;TA;0;Sp;3;2010;138500
256;RL;80;8816;Lvl;Gtl;6;1971;1971;BrkFace;TA;TA;1010;Gd;Y;1;0;3;1;TA;6;2;440;TA;0;Sp;6;2010;155000
257;RL;82;11105;Lvl;Gtl;5;1996;1996;None;TA;Fa;870;Gd;Y;1;0;2;1;TA;4;2;580;TA;0;Sp;7;2010;159000
258;RL;;9337;Lvl;Gtl;7;1997;1998;None;TA;TA;878;Ex;Y;2;1;3;1;TA;8;2;513;TA;0;Sp;4;2010;191000
259;RL;70;8750;Lvl;Gtl;6;1998;1998;BrkFace;TA;TA;804;Ex;Y;2;1;3;1;Gd;7;2;523;TA;0;Sp;6;2010;200500
260;RL;38;15240;Lvl;Gtl;5;1977;2004;None;Gd;TA;1026;Ex;Y;1;1;3;1;TA;5;1;308;TA;0;Sp;6;2010;150000
261;RL;;10900;Lvl;Gtl;6;1977;1977;BrkFace;TA;TA;689;Ex;Y;1;1;3;1;TA;6;1;299;TA;0;Sp;3;2010;161750
262;RL;75;10650;Lvl;Gtl;5;1976;1976;None;TA;Gd;894;TA;Y;1;0;3;1;TA;5;1;308;TA;0;Sp;2;2010;128200
263;RL;68;7480;Lvl;Gtl;5;1972;1972;None;TA;TA;876;TA;Y;1;0;3;1;TA;5;2;484;TA;0;Sp;6;2010;127000
264;RL;80;10389;Lvl;Gtl;8;2003;2003;BrkFace;Gd;TA;1978;Ex;Y;2;1;3;1;Gd;8;3;850;TA;0;Sp;5;2010;318000
265;RL;;11423;Lvl;Gtl;8;2001;2002;BrkFace;Gd;TA;1581;Ex;Y;2;0;3;1;Gd;6;2;670;TA;0;Sp;5;2010;272000
266;RL;44;9548;Lvl;Gtl;7;2003;2003;BrkFace;Gd;TA;941;Ex;Y;2;1;3;1;Gd;7;2;613;TA;0;Sp;1;2010;237000
267;RL;75;9375;Lvl;Gtl;7;1997;1997;None;Gd;TA;1040;Ex;Y;2;1;4;1;Gd;9;2;621;TA;0;Sp;4;2010;240000
268;RL;48;12137;Lvl;Gtl;7;1998;1998;BrkFace;TA;TA;1649;Ex;Y;2;0;3;1;Gd;6;2;598;TA;0;Sp;5;2010;224900
269;RM;;4435;Lvl;Gtl;6;2003;2003;BrkFace;Gd;TA;848;Ex;Y;1;0;1;1;Gd;4;2;420;TA;0;Sp;4;2010;143750
270;RM;;4426;Lvl;Gtl;6;2004;2004;BrkFace;Gd;TA;848;Ex;Y;1;0;1;1;Gd;3;2;420;TA;0;Sp;5;2010;143000
271;RL;48;10635;Lvl;Gtl;8;2003;2003;BrkFace;Gd;TA;1657;Ex;Y;2;0;3;1;Gd;8;2;502;TA;0;Sp;5;2010;232000
272;RL;70;8400;Lvl;Gtl;7;2004;2005;BrkFace;Gd;TA;1473;Ex;Y;2;0;3;1;Gd;7;2;606;TA;0;Sp;5;2010;213000
273;RL;65;8773;Lvl;Gtl;7;2004;2004;BrkFace;Gd;TA;1414;Ex;Y;2;0;3;1;Gd;6;2;494;TA;0;Sp;5;2010;185500
274;RL;67;8777;Lvl;Mod;3;1945;2007;None;TA;Ss;0;TA;N;1;0;2;1;TA;5;1;240;TA;0;Sp;4;2010;84900
275;RL;68;8842;Lvl;Gtl;5;1954;1954;None;TA;TA;381;Ex;Y;1;0;3;1;TA;6;1;319;TA;0;Sp;1;2010;155891
276;RL;75;9825;Lvl;Gtl;5;1965;1965;None;TA;Ss;0;TA;N;2;0;4;2;TA;8;0;0;Sg;0;Sp;5;2010;100000
277;RL;60;10044;Low;Gtl;5;1968;1968;None;TA;TA;1196;TA;Y;1;0;3;1;TA;6;1;336;TA;0;Sp;6;2010;144000
278;RL;89;11792;Lvl;Gtl;4;1948;1950;None;TA;TA;744;Ex;N;1;0;2;1;Fa;5;2;480;Fa;0;Sp;6;2010;64000
279;RL;65;6305;Lvl;Gtl;6;1975;1975;None;TA;TA;1008;TA;Y;1;0;3;1;TA;5;1;352;TA;0;Sp;6;2010;125200
280;RL;94;7819;Lvl;Gtl;6;1976;1976;None;TA;TA;1029;TA;Y;1;0;3;1;TA;6;2;672;TA;0;Sp;3;2010;107000
281;RL;64;6410;HLS;Gtl;4;1958;1958;None;TA;TA;960;Ex;Y;1;0;3;1;TA;5;0;0;Sg;0;Sp;5;2010;90000
282;RM;80;8546;Lvl;Gtl;4;2003;2004;None;TA;TA;1121;Ex;Y;2;0;2;1;TA;5;2;440;TA;0;Sp;3;2010;140000
283;RL;52;8741;Lvl;Gtl;6;1945;1950;None;TA;Fa;735;TA;Y;1;1;3;1;TA;7;1;220;TA;0;Sp;4;2010;113000
284;RL;60;12180;Lvl;Gtl;4;1941;1950;None;TA;TA;672;Fa;N;1;0;2;1;Fa;5;1;280;TA;0;Sp;7;2010;80000
285;RL;68;8562;Lvl;Mod;5;1957;2002;Stone;TA;TA;1216;Ex;Y;1;0;4;1;TA;7;1;364;TA;0;Sp;5;2010;144500
286;RL;67;4853;Bnk;Gtl;5;1924;1999;BrkFace;TA;TA;1107;Fa;N;2;0;2;1;Fa;5;1;260;TA;0;Sp;5;2010;104000
287;RL;66;6858;Bnk;Gtl;6;1915;1950;None;TA;TA;806;TA;N;1;1;4;1;Fa;6;1;216;TA;0;Sp;5;2010;128000
288;RL;45;8212;Lvl;Gtl;3;1914;1950;None;TA;Fa;864;TA;N;1;0;2;1;TA;5;1;200;Fa;0;Sp;6;2010;58500
289;RL;50;5000;Lvl;Gtl;5;1924;1950;None;TA;TA;1026;TA;Y;2;0;3;1;Gd;6;1;308;TA;0;Sp;5;2010;127000
290;RL;;7890;Lvl;Gtl;6;1939;1950;None;TA;TA;856;TA;Y;1;0;2;1;TA;4;2;399;TA;0;Sp;3;2010;126000
291;RH;60;7200;Lvl;Gtl;4;1967;1967;None;TA;Ss;0;TA;Y;3;0;6;2;TA;10;0;0;Sg;0;Sp;2;2010;160000
292;RL;51;9839;Lvl;Gtl;5;1931;1950;None;TA;Fa;894;Ex;Y;1;0;3;1;TA;7;0;0;Sg;0;Sp;5;2010;100000
293;RL;50;9638;Lvl;Gtl;6;1919;1990;None;TA;TA;804;Ex;Y;2;0;4;1;Gd;10;1;336;TA;0;Sp;3;2010;169000
294;RL;78;10452;Lvl;Gtl;7;1941;1985;BrkFace;Gd;TA;1528;Ex;Y;1;1;4;1;TA;8;1;312;TA;0;Sp;7;2010;257500
295;RL;78;15600;Lvl;Gtl;5;1950;1991;BrkFace;TA;TA;1032;Ex;Y;2;1;5;2;TA;11;2;484;TA;0;Sp;3;2010;215000
296;RL;66;9042;Lvl;Gtl;7;1941;2006;None;Ex;Gd;1152;Ex;Y;2;0;4;1;Gd;9;1;252;TA;0;Sp;5;2010;266500
297;RL;100;17500;Lvl;Gtl;7;1959;2002;None;Gd;TA;1902;TA;Y;2;0;3;1;Ex;7;2;567;TA;0;Sp;5;2010;335000
298;RL;85;19645;Lvl;Gtl;7;1994;2007;BrkFace;TA;TA;423;Ex;Y;2;1;3;1;Gd;6;2;473;TA;0;Sp;6;2010;203135
299;RM;35;3907;HLS;Mod;8;1989;1989;None;Gd;TA;982;Gd;Y;1;0;1;1;Gd;4;2;598;TA;0;Sp;4;2010;185000
300;RM;35;3907;HLS;Mod;8;1989;1989;None;Gd;TA;1191;Gd;Y;2;0;2;1;Gd;5;2;531;TA;0;Sp;3;2010;162500
301;RL;100;15602;Lvl;Gtl;7;1959;1997;None;TA;TA;1501;TA;Y;2;0;1;1;TA;6;2;484;TA;0;Sp;3;2010;289000
302;RM;40;5436;Lvl;Gtl;4;1922;2007;None;TA;TA;796;Gd;Y;1;0;3;1;Gd;7;1;240;TA;0;Sp;5;2010;125500
303;RM;58;8154;Lvl;Gtl;2;1941;1950;None;TA;TA;480;TA;Y;1;0;1;1;TA;4;1;200;Fa;0;Sp;4;2010;82000
304;RM;50;9140;HLS;Gtl;6;1921;1975;None;TA;TA;629;Fa;Y;1;0;2;1;TA;5;1;625;TA;0;Sp;4;2010;110000
305;C;60;7500;Lvl;Gtl;4;1920;1950;None;TA;TA;698;TA;Y;1;0;2;1;TA;6;2;528;TA;0;Sp;4;2010;68400
306;C;66;8712;HLS;Mod;4;1900;1950;None;TA;TA;859;Gd;Y;1;0;2;1;TA;7;1;384;TA;0;Sp;1;2010;102776
307;C;66;8712;Bnk;Mod;5;1952;1952;None;Fa;TA;540;TA;N;1;0;2;1;Fa;4;2;504;TA;0;Sp;6;2010;55993
308;C;66;8712;Lvl;Gtl;4;1896;1950;None;Fa;TA;756;Gd;Y;1;0;3;1;TA;5;1;330;TA;0;Sp;6;2010;50138
309;RM;44;3811;HLS;Mod;8;2004;2005;Stone;Gd;TA;1594;Ex;Y;2;0;2;1;Gd;5;2;525;TA;0;Sp;5;2010;246000
310;RL;85;11050;Lvl;Gtl;8;1998;1999;None;Gd;TA;1049;Ex;Y;2;1;3;1;Gd;8;3;741;TA;0;Sp;5;2010;254900
311;RL;74;9620;Lvl;Gtl;6;1977;1977;None;TA;TA;1243;TA;Y;2;0;3;1;Gd;6;2;473;TA;0;Sp;5;2010;190000
312;RL;129;9196;Lvl;Gtl;7;2003;2003;None;Gd;TA;1560;Ex;Y;2;0;3;1;Gd;7;2;573;TA;0;Sp;4;2010;201000
313;RL;;12328;Lvl;Gtl;6;1976;1976;BrkFace;TA;TA;1012;TA;Y;1;0;3;1;TA;6;3;888;TA;0;Sp;5;2010;169900
314;RL;;12760;Lvl;Gtl;6;1976;1976;None;TA;TA;1958;TA;Y;3;0;5;2;TA;9;2;776;TA;0;Sp;3;2010;170000
315;RL;;57200;Bnk;Sev;5;1948;1950;None;TA;TA;747;TA;Y;1;0;3;1;TA;7;2;572;TA;0;Sp;6;2010;160000
316;RL;88;11896;Lvl;Gtl;7;2008;2008;Stone;Gd;TA;1336;Ex;Y;2;0;3;1;Gd;6;3;660;TA;0;Sp;5;2010;220000
317;RL;73;9803;Lvl;Gtl;7;2009;2010;None;Gd;TA;1214;Ex;Y;2;0;2;1;Gd;6;2;520;TA;0;Sp;1;2010;179781
318;RL;73;9802;Lvl;Gtl;5;2006;2007;None;TA;TA;384;Gd;Y;2;1;3;1;TA;7;2;400;TA;0;Sp;4;2010;174000
319;RL;92;12003;Lvl;Gtl;8;2009;2010;BrkFace;Gd;TA;774;Ex;Y;2;1;4;1;Ex;8;3;680;TA;0;Sp;5;2010;269500
320;RL;80;11316;Lvl;Gtl;7;2002;2003;BrkFace;Gd;TA;817;Ex;Y;2;1;4;1;Gd;8;2;510;TA;0;Sp;2;2010;214900
321;RL;85;14191;Lvl;Gtl;8;2002;2002;None;Gd;TA;967;Ex;Y;2;1;4;1;Gd;9;2;431;TA;0;Sp;4;2010;202900
322;RL;89;13214;HLS;Gtl;9;2008;2009;None;Ex;TA;2002;Ex;Y;2;0;3;1;Ex;10;3;746;TA;0;Sp;5;2010;378500
323;RL;85;15300;Bnk;Gtl;5;1965;1977;None;TA;TA;1068;TA;Y;1;0;2;1;TA;7;2;528;TA;0;Sp;6;2010;169000
324;RL;93;10114;Lvl;Gtl;5;2004;2005;None;TA;TA;1430;Ex;Y;2;0;3;1;Gd;7;2;624;TA;0;Sp;3;2010;173500
325;RL;94;9400;Low;Gtl;6;1971;1971;None;TA;TA;912;TA;Y;2;2;4;2;TA;8;0;0;Sg;0;Sp;4;2010;139000
326;RL;;11875;Lvl;Gtl;5;1999;1999;None;TA;TA;1344;Ex;Y;2;0;3;1;TA;7;2;686;TA;0;Sp;6;2010;166500
327;RM;;1974;Lvl;Gtl;4;1973;1973;None;TA;TA;546;TA;Y;1;1;3;1;TA;6;1;286;TA;0;Sp;5;2010;83500
328;RM;31;2394;Low;Mod;5;1973;1973;None;TA;TA;945;Ex;Y;1;0;2;1;TA;5;1;253;TA;0;Sp;5;2010;119500
329;RM;36;2592;Lvl;Gtl;5;1976;1976;None;TA;TA;536;TA;Y;1;1;3;1;TA;4;1;336;TA;0;Sp;4;2010;85000
330;RM;21;1476;Lvl;Gtl;4;1970;1970;None;TA;TA;546;Ex;Y;1;1;3;1;TA;5;0;0;Sg;0;Sp;3;2010;76000
331;RM;21;1491;Lvl;Gtl;4;1972;1972;None;TA;TA;630;Ex;Y;1;0;1;1;TA;3;0;0;Sg;0;Sp;5;2010;75500
332;RM;21;1900;Lvl;Gtl;4;1970;1970;None;TA;TA;546;Ex;Y;1;1;3;1;TA;5;0;0;Sg;0;Sp;6;2010;88250
333;RM;21;1890;Lvl;Gtl;4;1972;1972;None;TA;TA;546;TA;Y;1;1;3;1;TA;5;1;286;TA;0;Sp;6;2010;85500
334;RL;50;6953;Lvl;Gtl;5;1971;2004;None;TA;TA;864;Ex;Y;1;0;3;1;TA;5;1;352;TA;0;Sp;6;2010;130000
335;RL;;26142;Lvl;Gtl;5;1962;1962;BrkFace;TA;TA;1188;TA;Y;1;0;3;1;TA;6;1;312;TA;0;Sp;4;2010;157900
336;RL;76;12887;Lvl;Gtl;5;1984;1984;None;TA;TA;833;TA;Y;1;0;2;1;Gd;5;2;495;TA;0;Sp;4;2010;149900
337;RL;70;7700;Lvl;Gtl;5;1985;1986;None;TA;TA;1216;Gd;Y;4;2;4;2;TA;10;2;616;Fa;0;Sp;2;2010;159000
